1  0
2  0.6
3  0.8
4  1
5  3.4
6  3.2
7  6
8  5.8
9  8
10  7.2
11  10
12  11.4
13  10.4
14  12.8
15  13.4
16  13.8
17  15.8
18  13.6
19  16.8
20  16.4
