1  0.6
2  1.4
3  2.2
4  3
5  4.2
6  4.6
7  5.4
8  6.6
9  5.4
10  5.6
11  8.8
12  9.4
13  9.6
14  11.2
15  10.4
16  12.4
17  13.2
18  12.2
19  12.6
20  14
