1  0.4
2  0.2
3  1.2
4  1.2
5  2
6  3.6
7  3
8  2.4
9  4.6
10  4.8
11  5
12  5.8
13  6.4
14  6.4
15  7.4
16  7.4
17  6.8
18  8.2
19  9
20  8.8
